customer_id,subscription_id,amount,payment_method,failure_reason,attempt_number,previous_successes,previous_failures,customer_tenure_days,subscription_age_days,plan_value,days_since_failure,historical_recovery_rate,customer_segment,recovered
C2103,sub_2103,4999,upi,bank_decline,2,11,2,401,464,4999,5,0.75,new,0
C2104,sub_2104,999,card,network,2,2,2,367,745,999,21,0.429,standard,1
C2105,sub_2105,2499,netbanking,bank_decline,5,2,4,1485,461,2499,13,0.333,standard,0
C2106,sub_2106,1499,netbanking,network,1,0,5,970,196,1499,5,0.125,standard,1
C2107,sub_2107,4999,card,insufficient_funds,1,5,4,38,506,4999,1,0.5,loyal,0
C2108,sub_2108,999,card,technical,1,8,6,799,848,999,16,0.529,standard,1
C2109,sub_2109,799,card,network,4,3,4,186,151,799,8,0.4,loyal,0
C2110,sub_2110,499,card,network,3,6,2,54,401,499,8,0.636,new,0
C2111,sub_2111,1499,card,insufficient_funds,5,3,4,286,574,1499,12,0.4,standard,0
C2112,sub_2112,1499,card,card_expired,2,11,4,389,354,1499,5,0.667,standard,0
C2113,sub_2113,999,netbanking,technical,2,0,6,128,40,999,16,0.111,standard,1
C2114,sub_2114,799,card,technical,3,2,1,1254,603,799,6,0.5,enterprise,1
C2115,sub_2115,999,upi,network,1,7,1,662,667,999,15,0.727,loyal,1
C2116,sub_2116,999,card,network,5,11,1,832,589,999,11,0.8,new,0
C2117,sub_2117,299,card,bank_decline,5,5,0,1299,597,299,3,0.75,new,0
C2118,sub_2118,1499,upi,network,1,0,4,1257,591,1499,13,0.143,loyal,0
C2119,sub_2119,2499,card,technical,5,7,6,1232,298,2499,1,0.5,new,0
C2120,sub_2120,799,card,card_expired,3,3,4,302,15,799,15,0.4,loyal,0
C2121,sub_2121,799,card,network,2,4,0,1119,890,799,8,0.714,standard,0
C2122,sub_2122,299,upi,bank_decline,5,12,2,1493,184,299,14,0.765,standard,0
C2123,sub_2123,1499,card,network,3,13,6,21,746,1499,5,0.636,new,1
C2124,sub_2124,799,card,insufficient_funds,2,3,0,1303,487,799,8,0.667,standard,0
C2125,sub_2125,2499,card,card_expired,5,8,4,1299,486,2499,6,0.6,new,0
C2126,sub_2126,4999,card,insufficient_funds,4,7,3,1263,19,4999,5,0.615,standard,0
C2127,sub_2127,2499,card,card_expired,1,13,6,600,891,2499,7,0.636,loyal,1
C2128,sub_2128,499,card,card_expired,4,13,3,306,476,499,1,0.737,standard,0
C2129,sub_2129,499,card,technical,4,4,3,1100,747,499,8,0.5,standard,0
C2130,sub_2130,999,card,technical,2,0,5,938,700,999,2,0.125,standard,1
C2131,sub_2131,1499,upi,insufficient_funds,3,0,5,1093,125,1499,11,0.125,standard,0
C2132,sub_2132,299,upi,network,5,0,3,391,852,299,1,0.167,standard,0
C2133,sub_2133,999,card,bank_decline,1,10,5,274,532,999,0,0.611,standard,0
C2134,sub_2134,299,card,technical,4,10,5,1353,167,299,9,0.611,loyal,1
C2135,sub_2135,499,card,insufficient_funds,5,11,3,777,523,499,6,0.706,loyal,0
C2136,sub_2136,799,netbanking,insufficient_funds,5,1,5,1278,555,799,19,0.222,loyal,0
C2137,sub_2137,299,card,insufficient_funds,2,0,2,1390,587,299,5,0.2,standard,0
C2138,sub_2138,499,card,network,2,2,2,694,290,499,8,0.429,new,0
C2139,sub_2139,1499,card,card_expired,5,8,0,401,846,1499,5,0.818,new,0
C2140,sub_2140,4999,card,insufficient_funds,3,0,4,1344,213,4999,19,0.143,loyal,0
C2141,sub_2141,2499,card,bank_decline,3,9,1,1075,443,2499,17,0.769,new,0
C2142,sub_2142,799,card,bank_decline,3,12,5,1002,754,799,3,0.65,loyal,1
C2143,sub_2143,4999,upi,bank_decline,3,2,6,1437,70,4999,5,0.273,enterprise,0
C2144,sub_2144,999,card,insufficient_funds,4,10,6,376,363,999,4,0.579,new,0
C2145,sub_2145,799,upi,insufficient_funds,3,7,1,547,431,799,3,0.727,standard,1
C2146,sub_2146,2499,upi,bank_decline,2,13,4,68,695,2499,5,0.7,standard,0
C2147,sub_2147,799,card,bank_decline,3,3,5,587,709,799,18,0.364,standard,0
C2148,sub_2148,2499,netbanking,insufficient_funds,4,3,3,675,717,2499,10,0.444,standard,0
C2149,sub_2149,499,upi,technical,5,0,3,684,323,499,8,0.167,standard,0
C2150,sub_2150,799,upi,network,3,9,3,234,442,799,4,0.667,loyal,1
C2151,sub_2151,4999,upi,bank_decline,4,12,2,1215,25,4999,4,0.765,standard,1
C2152,sub_2152,499,card,network,3,0,4,739,740,499,12,0.143,new,0
C2153,sub_2153,2499,card,network,4,6,6,664,273,2499,16,0.467,new,0
C2154,sub_2154,999,card,insufficient_funds,2,10,1,1297,421,999,12,0.786,loyal,0
C2155,sub_2155,4999,card,network,3,10,0,734,614,4999,14,0.846,new,1
C2156,sub_2156,799,card,network,1,13,0,1339,699,799,5,0.875,loyal,1
C2157,sub_2157,999,card,network,2,10,4,341,78,999,20,0.647,standard,0
C2158,sub_2158,799,card,insufficient_funds,4,12,1,1277,690,799,18,0.812,enterprise,0
C2159,sub_2159,499,netbanking,bank_decline,1,13,3,1482,338,499,19,0.737,loyal,0
C2160,sub_2160,2499,upi,network,2,12,6,1128,376,2499,14,0.619,loyal,0
C2161,sub_2161,1499,card,card_expired,4,6,0,1339,120,1499,15,0.778,loyal,0
C2162,sub_2162,999,card,bank_decline,5,5,1,1112,645,999,1,0.667,standard,0
C2163,sub_2163,799,card,network,3,5,1,904,428,799,3,0.667,new,1
C2164,sub_2164,2499,netbanking,network,3,13,3,1148,94,2499,2,0.737,loyal,1
C2165,sub_2165,799,upi,bank_decline,3,3,4,1441,128,799,10,0.4,standard,0
C2166,sub_2166,499,card,bank_decline,4,10,1,911,649,499,12,0.786,standard,0
C2167,sub_2167,299,card,insufficient_funds,3,8,0,1033,99,299,2,0.818,standard,1
C2168,sub_2168,4999,card,bank_decline,1,0,0,128,469,4999,16,0.333,standard,0
C2169,sub_2169,299,upi,network,3,6,5,1439,628,299,12,0.5,standard,0
C2170,sub_2170,2499,netbanking,insufficient_funds,2,2,0,1168,820,2499,13,0.6,new,0
C2171,sub_2171,799,card,bank_decline,4,10,4,250,143,799,20,0.647,standard,0
C2172,sub_2172,299,card,network,1,6,4,441,266,299,12,0.538,standard,1
C2173,sub_2173,4999,card,bank_decline,4,4,0,345,140,4999,0,0.714,loyal,1
C2174,sub_2174,2499,card,insufficient_funds,1,0,3,486,791,2499,16,0.167,standard,0
C2175,sub_2175,2499,netbanking,bank_decline,5,1,2,1328,533,2499,19,0.333,loyal,0
C2176,sub_2176,999,upi,insufficient_funds,4,10,3,701,884,999,1,0.688,enterprise,1
C2177,sub_2177,2499,card,insufficient_funds,1,12,0,635,40,2499,11,0.867,new,1
C2178,sub_2178,299,card,network,5,4,4,1170,635,299,10,0.455,standard,0
C2179,sub_2179,499,card,network,3,11,5,563,30,499,3,0.632,standard,1
C2180,sub_2180,999,card,bank_decline,4,7,0,1329,99,999,6,0.8,loyal,1
C2181,sub_2181,2499,card,network,1,4,3,1133,388,2499,18,0.5,standard,0
C2182,sub_2182,1499,upi,network,1,6,4,392,330,1499,8,0.538,new,1
C2183,sub_2183,799,upi,network,5,9,0,949,329,799,11,0.833,standard,0
C2184,sub_2184,1499,card,network,3,12,5,729,62,1499,17,0.65,standard,0
C2185,sub_2185,299,upi,bank_decline,4,6,3,522,490,299,9,0.583,new,0
C2186,sub_2186,999,upi,insufficient_funds,5,4,2,1360,307,999,19,0.556,standard,0
C2187,sub_2187,799,card,technical,3,10,3,602,894,799,10,0.688,loyal,0
C2188,sub_2188,999,upi,network,2,7,4,183,710,999,21,0.571,new,1
C2189,sub_2189,299,card,card_expired,5,5,4,618,391,299,3,0.5,standard,0
C2190,sub_2190,4999,upi,insufficient_funds,1,6,5,780,689,4999,19,0.5,standard,0
C2191,sub_2191,2499,card,insufficient_funds,3,7,0,198,518,2499,2,0.8,standard,0
C2192,sub_2192,4999,card,bank_decline,5,1,5,1116,446,4999,17,0.222,new,0
C2193,sub_2193,2499,card,technical,2,0,0,352,827,2499,14,0.333,new,0
C2194,sub_2194,1499,card,bank_decline,2,9,4,147,529,1499,12,0.625,enterprise,0
C2195,sub_2195,799,card,network,3,2,2,810,435,799,19,0.429,standard,0
C2196,sub_2196,299,upi,network,1,7,0,249,510,299,14,0.8,standard,1
C2197,sub_2197,1499,card,card_expired,1,10,4,1174,703,1499,15,0.647,loyal,0
C2198,sub_2198,4999,card,insufficient_funds,2,3,3,111,667,4999,16,0.444,new,0
C2199,sub_2199,799,netbanking,bank_decline,5,5,4,634,494,799,18,0.5,new,0
C2200,sub_2200,4999,card,card_expired,2,13,2,87,159,4999,5,0.778,new,1
C2201,sub_2201,499,card,card_expired,4,0,1,581,573,499,18,0.25,loyal,1
C2202,sub_2202,499,card,bank_decline,3,10,4,1400,388,499,12,0.647,standard,0
C2203,sub_2203,1499,card,bank_decline,4,2,1,979,839,1499,0,0.5,standard,0
C2204,sub_2204,999,card,network,2,12,5,807,817,999,20,0.65,standard,1
C2205,sub_2205,2499,upi,network,5,5,4,244,1,2499,16,0.5,loyal,0
C2206,sub_2206,799,card,card_expired,2,0,6,476,899,799,19,0.111,loyal,0
C2207,sub_2207,2499,card,insufficient_funds,4,10,0,577,810,2499,16,0.846,standard,0
C2208,sub_2208,799,card,network,5,2,4,872,816,799,7,0.333,standard,0
C2209,sub_2209,499,upi,insufficient_funds,3,5,3,320,448,499,7,0.545,standard,0
C2210,sub_2210,999,card,bank_decline,4,7,6,1499,244,999,6,0.5,standard,0
C2211,sub_2211,999,upi,bank_decline,1,10,2,980,546,999,9,0.733,new,1
C2212,sub_2212,999,card,card_expired,3,5,6,474,794,999,0,0.429,standard,0
C2213,sub_2213,299,card,insufficient_funds,2,12,1,177,405,299,16,0.812,standard,0
C2214,sub_2214,799,card,network,5,6,5,896,886,799,16,0.5,loyal,0
C2215,sub_2215,299,card,insufficient_funds,5,4,3,677,235,299,21,0.5,standard,0
C2216,sub_2216,2499,card,insufficient_funds,4,4,6,1014,767,2499,12,0.385,standard,0
C2217,sub_2217,299,upi,card_expired,5,11,1,898,60,299,21,0.8,standard,0
C2218,sub_2218,4999,card,card_expired,5,9,1,964,755,4999,4,0.769,loyal,0
C2219,sub_2219,299,card,network,4,1,3,1252,850,299,10,0.286,standard,0
C2220,sub_2220,1499,card,network,3,10,3,792,632,1499,17,0.688,standard,0
C2221,sub_2221,799,card,network,2,5,1,1089,561,799,17,0.667,new,1
C2222,sub_2222,299,card,technical,5,4,4,544,370,299,17,0.455,standard,0
C2223,sub_2223,799,card,card_expired,1,1,2,1414,786,799,10,0.333,enterprise,0
C2224,sub_2224,299,card,network,1,13,1,617,114,299,1,0.824,new,1
C2225,sub_2225,1499,card,technical,5,0,3,1023,262,1499,19,0.167,standard,0
C2226,sub_2226,4999,card,insufficient_funds,1,13,4,1497,118,4999,8,0.7,new,1
C2227,sub_2227,799,card,insufficient_funds,1,0,0,530,250,799,14,0.333,standard,0
C2228,sub_2228,999,card,technical,3,7,6,161,471,999,2,0.5,loyal,1
C2229,sub_2229,299,card,network,3,1,4,355,302,299,20,0.25,standard,1
C2230,sub_2230,999,netbanking,network,1,6,1,373,379,999,5,0.7,new,1
C2231,sub_2231,4999,card,card_expired,2,11,5,94,208,4999,21,0.632,standard,0
C2232,sub_2232,999,upi,network,2,8,5,820,318,999,15,0.562,new,0
C2233,sub_2233,4999,card,card_expired,2,7,6,423,448,4999,7,0.5,standard,0
C2234,sub_2234,2499,card,network,1,1,5,154,193,2499,8,0.222,loyal,0
C2235,sub_2235,299,card,network,4,13,1,213,842,299,21,0.824,standard,0
C2236,sub_2236,299,card,network,3,5,1,417,807,299,13,0.667,standard,0
C2237,sub_2237,799,upi,insufficient_funds,5,7,1,560,788,799,15,0.727,standard,0
C2238,sub_2238,4999,upi,network,1,12,6,1461,2,4999,13,0.619,loyal,0
C2239,sub_2239,499,card,network,4,8,2,1056,446,499,5,0.692,new,1
C2240,sub_2240,299,upi,bank_decline,5,10,2,1074,715,299,2,0.733,standard,0
C2241,sub_2241,4999,card,insufficient_funds,3,2,6,1041,314,4999,0,0.273,new,0
C2242,sub_2242,499,card,insufficient_funds,4,6,1,1206,209,499,8,0.7,new,0
C2243,sub_2243,799,upi,network,3,7,2,484,550,799,15,0.667,standard,1
C2244,sub_2244,2499,card,insufficient_funds,3,2,2,158,3,2499,6,0.429,loyal,0
C2245,sub_2245,299,card,network,5,5,2,767,551,299,4,0.6,new,1
C2246,sub_2246,499,netbanking,card_expired,3,11,4,11,406,499,8,0.667,enterprise,1
C2247,sub_2247,2499,netbanking,network,3,13,5,332,615,2499,5,0.667,standard,1
C2248,sub_2248,299,card,technical,5,11,1,1131,614,299,9,0.8,loyal,1
C2249,sub_2249,1499,card,technical,3,13,0,759,482,1499,12,0.875,standard,0
C2250,sub_2250,999,upi,network,1,13,4,1039,525,999,5,0.7,standard,1
C2251,sub_2251,499,card,network,4,2,3,770,25,499,0,0.375,loyal,0
C2252,sub_2252,1499,card,network,4,11,4,818,883,1499,2,0.667,standard,0
C2253,sub_2253,799,card,card_expired,2,8,3,458,69,799,9,0.643,standard,1
C2254,sub_2254,4999,netbanking,network,4,12,5,335,879,4999,3,0.65,loyal,0
C2255,sub_2255,799,netbanking,bank_decline,1,8,4,396,876,799,17,0.6,standard,0
C2256,sub_2256,2499,upi,bank_decline,2,1,5,1199,646,2499,3,0.222,loyal,0
C2257,sub_2257,499,card,bank_decline,5,7,5,1469,671,499,0,0.533,new,0
C2258,sub_2258,2499,card,insufficient_funds,4,10,3,131,27,2499,13,0.688,standard,0
C2259,sub_2259,799,card,technical,4,1,2,810,853,799,13,0.333,standard,0
C2260,sub_2260,999,netbanking,network,4,7,4,710,475,999,14,0.571,standard,0
C2261,sub_2261,2499,card,insufficient_funds,1,9,4,847,306,2499,3,0.625,standard,1
C2262,sub_2262,4999,card,insufficient_funds,5,6,4,357,603,4999,14,0.538,loyal,0
C2263,sub_2263,2499,upi,technical,2,11,3,21,481,2499,18,0.706,loyal,0
C2264,sub_2264,1499,card,card_expired,4,1,2,312,326,1499,13,0.333,standard,0
C2265,sub_2265,1499,upi,bank_decline,5,4,0,280,290,1499,8,0.714,new,0
C2266,sub_2266,799,card,network,2,13,2,88,107,799,10,0.778,new,1
C2267,sub_2267,1499,upi,technical,4,7,6,541,818,1499,17,0.5,new,0
C2268,sub_2268,1499,card,insufficient_funds,1,2,5,1029,599,1499,3,0.3,standard,0
C2269,sub_2269,999,card,insufficient_funds,4,1,5,1449,259,999,15,0.222,standard,0
C2270,sub_2270,799,card,technical,3,8,5,989,651,799,5,0.562,standard,0
C2271,sub_2271,799,card,insufficient_funds,1,13,6,271,624,799,19,0.636,loyal,1
C2272,sub_2272,299,card,insufficient_funds,4,0,1,549,126,299,3,0.25,loyal,1
C2273,sub_2273,2499,card,card_expired,5,1,5,461,158,2499,11,0.222,standard,0
C2274,sub_2274,299,card,network,1,5,0,326,208,299,8,0.75,standard,1
C2275,sub_2275,299,upi,insufficient_funds,5,2,1,1485,95,299,10,0.5,standard,0
C2276,sub_2276,799,card,network,5,1,0,986,740,799,8,0.5,standard,0
C2277,sub_2277,299,upi,network,3,4,3,726,140,299,0,0.5,standard,1
C2278,sub_2278,2499,upi,bank_decline,5,8,0,660,730,2499,18,0.818,new,0
C2279,sub_2279,299,card,card_expired,2,11,2,484,476,299,11,0.75,loyal,1
C2280,sub_2280,999,upi,insufficient_funds,4,4,0,630,106,999,13,0.714,standard,0
C2281,sub_2281,2499,card,insufficient_funds,4,9,0,955,760,2499,11,0.833,standard,0
C2282,sub_2282,1499,card,insufficient_funds,3,11,3,1393,156,1499,11,0.706,standard,0
C2283,sub_2283,1499,card,card_expired,5,0,2,749,899,1499,13,0.2,standard,0
C2284,sub_2284,799,upi,technical,5,11,2,285,13,799,9,0.75,standard,0
C2285,sub_2285,999,card,technical,4,2,2,1436,560,999,2,0.429,standard,0
C2286,sub_2286,2499,card,insufficient_funds,3,9,2,479,282,2499,0,0.714,new,0
C2287,sub_2287,999,netbanking,insufficient_funds,5,10,0,133,480,999,11,0.846,standard,0
C2288,sub_2288,1499,card,insufficient_funds,3,11,3,820,755,1499,4,0.706,standard,0
C2289,sub_2289,2499,netbanking,card_expired,4,5,5,1187,708,2499,9,0.462,new,0
C2290,sub_2290,499,upi,insufficient_funds,1,9,0,393,254,499,13,0.833,loyal,1
C2291,sub_2291,299,netbanking,card_expired,2,0,1,425,58,299,13,0.25,loyal,0
C2292,sub_2292,999,netbanking,card_expired,5,6,5,440,255,999,3,0.5,standard,0
C2293,sub_2293,799,netbanking,insufficient_funds,3,13,3,1211,728,799,14,0.737,loyal,0
C2294,sub_2294,499,card,insufficient_funds,3,2,1,1436,464,499,20,0.5,standard,0
C2295,sub_2295,2499,upi,insufficient_funds,5,2,5,1273,682,2499,7,0.3,new,0
C2296,sub_2296,1499,upi,network,2,9,2,346,445,1499,2,0.714,standard,1
C2297,sub_2297,1499,upi,network,2,7,4,1275,477,1499,11,0.571,standard,1
C2298,sub_2298,1499,card,bank_decline,1,6,3,471,59,1499,13,0.583,standard,0
C2299,sub_2299,999,netbanking,insufficient_funds,2,3,1,1301,21,999,8,0.571,enterprise,1
C2300,sub_2300,999,card,network,3,2,5,1487,633,999,13,0.3,standard,0
C2301,sub_2301,499,card,card_expired,4,10,4,1080,182,499,16,0.647,standard,0
C2302,sub_2302,2499,card,bank_decline,2,5,1,1433,325,2499,12,0.667,new,0
C2303,sub_2303,4999,card,network,3,10,5,222,333,4999,17,0.611,loyal,0
C2304,sub_2304,4999,upi,bank_decline,2,6,4,985,570,4999,3,0.538,new,0
C2305,sub_2305,799,card,technical,5,5,5,87,847,799,6,0.462,loyal,0
C2306,sub_2306,299,upi,card_expired,3,3,5,981,682,299,12,0.364,new,0
C2307,sub_2307,4999,upi,card_expired,1,9,2,517,575,4999,5,0.714,loyal,0
C2308,sub_2308,1499,card,network,4,3,6,1455,751,1499,21,0.333,standard,0
C2309,sub_2309,2499,upi,technical,2,12,0,747,459,2499,14,0.867,standard,1
C2310,sub_2310,799,card,insufficient_funds,5,5,2,1146,131,799,9,0.6,new,0
C2311,sub_2311,4999,upi,technical,2,11,4,460,440,4999,17,0.667,new,1
C2312,sub_2312,2499,netbanking,card_expired,5,6,3,121,880,2499,21,0.583,new,0
C2313,sub_2313,299,card,network,4,5,1,1115,702,299,0,0.667,new,1
C2314,sub_2314,999,upi,network,1,6,1,340,315,999,12,0.7,standard,0
C2315,sub_2315,999,card,card_expired,4,6,5,1086,291,999,9,0.5,standard,0
C2316,sub_2316,1499,card,card_expired,4,6,6,702,826,1499,16,0.467,standard,0
C2317,sub_2317,499,upi,network,3,12,4,1458,85,499,6,0.684,standard,1
C2318,sub_2318,299,card,bank_decline,1,9,3,535,839,299,7,0.667,loyal,0
C2319,sub_2319,499,card,bank_decline,3,0,5,606,609,499,16,0.125,enterprise,0
C2320,sub_2320,999,card,insufficient_funds,4,0,1,1113,727,999,19,0.25,standard,0
C2321,sub_2321,499,card,insufficient_funds,1,0,6,1180,296,499,3,0.111,standard,0
C2322,sub_2322,999,upi,network,2,9,0,197,584,999,13,0.833,enterprise,0
C2323,sub_2323,799,card,bank_decline,4,2,4,1114,293,799,17,0.333,enterprise,0
C2324,sub_2324,1499,card,insufficient_funds,3,5,2,742,16,1499,3,0.6,loyal,0
C2325,sub_2325,799,card,bank_decline,5,11,6,1483,409,799,14,0.6,standard,0
C2326,sub_2326,499,upi,insufficient_funds,2,1,1,950,881,499,21,0.4,standard,0
C2327,sub_2327,1499,card,card_expired,4,2,4,1162,219,1499,18,0.333,loyal,0
C2328,sub_2328,499,card,network,3,1,1,522,146,499,4,0.4,standard,1
C2329,sub_2329,799,card,network,2,3,1,432,829,799,21,0.571,standard,0
C2330,sub_2330,1499,card,bank_decline,5,1,2,1179,819,1499,7,0.333,enterprise,0
C2331,sub_2331,499,netbanking,insufficient_funds,4,8,5,32,762,499,10,0.562,loyal,0
C2332,sub_2332,299,card,insufficient_funds,3,10,1,874,878,299,6,0.786,new,0
C2333,sub_2333,799,card,technical,2,2,4,1452,891,799,15,0.333,new,0
C2334,sub_2334,799,upi,technical,5,7,3,1486,826,799,2,0.615,loyal,0
C2335,sub_2335,1499,card,bank_decline,1,4,6,1076,868,1499,15,0.385,standard,0
C2336,sub_2336,1499,card,network,1,1,2,750,670,1499,1,0.333,standard,1
C2337,sub_2337,299,card,card_expired,1,6,1,1220,283,299,18,0.7,new,0
C2338,sub_2338,2499,card,bank_decline,4,9,6,31,413,2499,7,0.556,new,0
C2339,sub_2339,2499,upi,insufficient_funds,1,3,2,1191,343,2499,11,0.5,loyal,0
C2340,sub_2340,499,netbanking,network,4,11,1,293,459,499,5,0.8,enterprise,0
C2341,sub_2341,799,netbanking,bank_decline,1,13,5,1106,628,799,2,0.667,standard,0
C2342,sub_2342,2499,netbanking,insufficient_funds,4,0,5,528,218,2499,0,0.125,new,0
C2343,sub_2343,1499,card,card_expired,4,2,0,1129,15,1499,21,0.6,standard,0
C2344,sub_2344,799,card,technical,5,4,5,908,542,799,2,0.417,standard,0
C2345,sub_2345,2499,upi,card_expired,2,11,4,1394,894,2499,1,0.667,enterprise,0
C2346,sub_2346,1499,netbanking,insufficient_funds,1,1,1,1183,775,1499,11,0.4,standard,0
C2347,sub_2347,999,upi,insufficient_funds,4,6,3,1372,10,999,21,0.583,enterprise,0
C2348,sub_2348,299,card,insufficient_funds,3,7,1,235,539,299,1,0.727,loyal,0
C2349,sub_2349,1499,upi,network,5,1,1,575,478,1499,5,0.4,standard,0
C2350,sub_2350,499,upi,bank_decline,1,0,0,661,383,499,12,0.333,new,1
C2351,sub_2351,4999,netbanking,bank_decline,3,1,1,56,602,4999,10,0.4,enterprise,0
C2352,sub_2352,499,upi,insufficient_funds,1,0,4,43,384,499,3,0.143,new,0
C2353,sub_2353,299,card,insufficient_funds,3,7,5,67,822,299,20,0.533,loyal,0
C2354,sub_2354,799,card,bank_decline,1,13,3,1153,817,799,7,0.737,standard,0
C2355,sub_2355,799,card,network,4,4,0,675,580,799,14,0.714,standard,0
C2356,sub_2356,799,card,insufficient_funds,4,3,3,1130,413,799,10,0.444,standard,0
C2357,sub_2357,4999,netbanking,insufficient_funds,1,3,5,1254,537,4999,12,0.364,standard,0
C2358,sub_2358,499,card,card_expired,3,13,5,63,810,499,19,0.667,standard,0
C2359,sub_2359,2499,card,network,3,13,5,1272,271,2499,7,0.667,standard,1
C2360,sub_2360,499,card,card_expired,4,9,2,346,781,499,17,0.714,standard,0
C2361,sub_2361,1499,upi,insufficient_funds,3,6,4,612,532,1499,6,0.538,standard,0
C2362,sub_2362,299,card,card_expired,3,2,0,1444,58,299,6,0.6,standard,0
C2363,sub_2363,499,card,network,5,13,2,459,674,499,0,0.778,loyal,0
C2364,sub_2364,499,upi,insufficient_funds,3,0,3,1410,182,499,7,0.167,loyal,0
C2365,sub_2365,799,card,insufficient_funds,5,2,0,764,464,799,12,0.6,standard,0
C2366,sub_2366,999,card,network,5,9,0,29,855,999,14,0.833,enterprise,0
C2367,sub_2367,4999,card,network,5,2,5,1250,701,4999,9,0.3,standard,0
C2368,sub_2368,2499,card,network,5,1,1,76,629,2499,7,0.4,new,0
C2369,sub_2369,1499,upi,insufficient_funds,4,8,0,958,63,1499,4,0.818,new,0
C2370,sub_2370,999,netbanking,network,3,0,4,692,773,999,19,0.143,loyal,0
C2371,sub_2371,499,card,technical,3,3,1,218,302,499,8,0.571,standard,0
C2372,sub_2372,799,netbanking,insufficient_funds,2,8,6,776,46,799,6,0.529,loyal,0
C2373,sub_2373,299,upi,bank_decline,5,2,6,549,863,299,20,0.273,standard,0
C2374,sub_2374,1499,card,technical,4,10,5,156,172,1499,14,0.611,new,0
C2375,sub_2375,2499,card,network,5,1,2,837,291,2499,18,0.333,standard,0
C2376,sub_2376,999,card,card_expired,4,8,6,75,128,999,8,0.529,standard,0
C2377,sub_2377,1499,netbanking,bank_decline,3,1,1,812,560,1499,9,0.4,standard,0
C2378,sub_2378,799,card,card_expired,2,10,1,346,781,799,16,0.786,loyal,0
C2379,sub_2379,4999,card,insufficient_funds,5,10,6,1247,468,4999,21,0.579,standard,0
C2380,sub_2380,4999,upi,insufficient_funds,4,11,4,1425,782,4999,17,0.667,standard,0
C2381,sub_2381,799,netbanking,network,5,3,0,1398,843,799,10,0.667,loyal,0
C2382,sub_2382,2499,upi,insufficient_funds,3,3,6,1407,785,2499,13,0.333,standard,0
C2383,sub_2383,799,upi,technical,3,13,1,159,147,799,7,0.824,loyal,1
C2384,sub_2384,299,card,technical,1,10,4,769,186,299,10,0.647,standard,1
C2385,sub_2385,799,netbanking,network,1,2,3,344,270,799,8,0.375,standard,0
C2386,sub_2386,2499,card,bank_decline,4,0,0,154,574,2499,2,0.333,standard,0
C2387,sub_2387,999,card,insufficient_funds,2,4,5,594,776,999,19,0.417,new,0
C2388,sub_2388,4999,netbanking,technical,1,9,4,649,282,4999,3,0.625,standard,1
C2389,sub_2389,799,card,network,4,5,6,451,599,799,5,0.429,standard,0
C2390,sub_2390,999,card,technical,4,11,4,180,169,999,5,0.667,standard,0
C2391,sub_2391,299,upi,bank_decline,1,7,5,618,489,299,4,0.533,standard,0
C2392,sub_2392,2499,card,network,3,13,6,241,701,2499,10,0.636,new,1
C2393,sub_2393,799,card,network,3,12,6,70,356,799,21,0.619,standard,1
C2394,sub_2394,299,card,bank_decline,1,6,3,682,147,299,7,0.583,loyal,1
C2395,sub_2395,499,upi,network,4,11,0,108,370,499,16,0.857,standard,0
C2396,sub_2396,1499,upi,insufficient_funds,2,6,2,1449,686,1499,16,0.636,standard,0
C2397,sub_2397,2499,card,technical,5,0,4,1259,841,2499,16,0.143,new,0
C2398,sub_2398,4999,card,card_expired,1,4,0,1389,554,4999,13,0.714,standard,0
C2399,sub_2399,499,upi,insufficient_funds,5,5,0,162,604,499,16,0.75,standard,0
C2400,sub_2400,1499,card,insufficient_funds,1,13,2,702,378,1499,16,0.778,loyal,1
C2401,sub_2401,999,card,network,4,11,6,1237,836,999,15,0.6,standard,0
C2402,sub_2402,2499,card,technical,4,2,2,867,783,2499,12,0.429,standard,0
C2403,sub_2403,1499,card,insufficient_funds,3,0,6,466,874,1499,2,0.111,standard,0
C2404,sub_2404,299,card,network,2,7,5,1249,777,299,11,0.533,standard,0
C2405,sub_2405,499,upi,insufficient_funds,1,7,2,470,492,499,16,0.667,loyal,0
C2406,sub_2406,1499,netbanking,technical,2,10,1,1461,864,1499,7,0.786,standard,1
C2407,sub_2407,999,card,network,4,3,5,160,549,999,5,0.364,loyal,0
C2408,sub_2408,4999,upi,bank_decline,4,11,5,1061,541,4999,13,0.632,standard,0
C2409,sub_2409,2499,card,bank_decline,1,5,4,29,591,2499,2,0.5,new,0
C2410,sub_2410,299,card,bank_decline,1,4,6,1372,168,299,15,0.385,new,0
C2411,sub_2411,1499,upi,technical,3,5,0,539,755,1499,21,0.75,new,0
C2412,sub_2412,799,card,bank_decline,3,13,2,40,327,799,10,0.778,standard,0
C2413,sub_2413,999,netbanking,technical,5,5,4,1254,593,999,0,0.5,new,1
C2414,sub_2414,299,card,network,4,7,0,1451,759,299,5,0.8,new,1
C2415,sub_2415,2499,card,bank_decline,3,12,6,1380,104,2499,0,0.619,new,0
C2416,sub_2416,499,card,insufficient_funds,3,0,4,733,271,499,10,0.143,new,0
C2417,sub_2417,4999,card,insufficient_funds,4,7,2,101,848,4999,6,0.667,standard,0
C2418,sub_2418,4999,netbanking,technical,3,9,1,349,325,4999,17,0.769,loyal,1
C2419,sub_2419,2499,upi,technical,4,12,0,56,595,2499,18,0.867,standard,0
